Node_ID,Row,Col,X_mm,Y_mm,Delta_mV,A2_mV,R_Ohms,Rs_Ohm_sq,Rs_MOhm_sq
60,7,2,-186.0,-74.0,294.4000,52.2450,5634989.0000,25540024.0000,25.5400
61,7,3,-180.0,-74.0,309.2188,42.4625,7282160.5000,33005666.0000,33.0057
62,7,4,-174.0,-74.0,308.2288,35.8675,8593539.0000,38949356.0000,38.9494
63,7,5,-168.0,-74.0,341.6762,35.2800,9684702.0000,43894944.0000,43.8949
64,7,6,-162.0,-74.0,339.5325,36.5875,9280014.0000,42060736.0000,42.0607
65,7,7,-156.0,-74.0,513.5837,22.7450,22580074.0000,102341928.0000,102.3419
66,7,8,-150.0,-74.0,282.3600,44.8350,6297758.5000,28543962.0000,28.5440
67,7,9,-144.0,-74.0,305.5338,55.4437,5510698.0000,24976688.0000,24.9767
68,7,10,-138.0,-74.0,273.1013,74.9100,3645725.2500,16523886.0000,16.5239
69,7,11,-132.0,-74.0,440.8875,99.4662,4432534.0000,20090018.0000,20.0900
70,7,12,-126.0,-74.0,959.8250,168.0712,5710822.5000,25883732.0000,25.8837
71,7,13,-120.0,-74.0,994.3987,228.7775,4346576.0000,19700422.0000,19.7004
72,7,14,-114.0,-74.0,563.4113,326.3037,1726646.6250,7825853.5000,7.8259
73,8,14,-114.0,-68.0,358.2100,82.0813,4364090.5000,19779804.0000,19.7798
74,8,13,-120.0,-68.0,428.3275,80.0550,5350416.0000,24250226.0000,24.2502
75,8,12,-126.0,-68.0,728.0438,144.9350,5023243.5000,22767350.0000,22.7674
76,8,11,-132.0,-68.0,679.8237,101.1450,6721279.0000,30463526.0000,30.4635
77,8,10,-138.0,-68.0,416.0787,73.5725,5655357.0000,25632340.0000,25.6323
78,8,9,-144.0,-68.0,1280.9425,123.5875,10364661.0000,46976792.0000,46.9768
79,8,8,-150.0,-68.0,273.5525,56.3025,4858620.5000,22021212.0000,22.0212
80,8,7,-156.0,-68.0,250.5188,49.1275,5099359.5000,23112338.0000,23.1123
81,8,6,-162.0,-68.0,300.8463,36.9000,8153015.5000,36952728.0000,36.9527
82,8,5,-168.0,-68.0,296.5787,35.0225,8468234.0000,38381424.0000,38.3814
83,8,4,-174.0,-68.0,295.6137,35.4275,8344188.0000,37819200.0000,37.8192
84,8,3,-180.0,-68.0,333.5587,37.7675,8831899.0000,40029700.0000,40.0297
85,8,2,-186.0,-68.0,281.2387,43.8837,6408722.0000,29046892.0000,29.0469
86,9,2,-186.0,-62.0,283.0138,39.8488,7102199.5000,32190010.0000,32.1900
87,9,3,-180.0,-62.0,623.6962,21.5650,28921688.0000,131084664.0000,131.0847
88,9,4,-174.0,-62.0,338.5688,37.3362,9068098.0000,41100248.0000,41.1002
89,9,5,-168.0,-62.0,307.4625,43.5262,7063842.0000,32016158.0000,32.0162
90,9,6,-162.0,-62.0,302.4800,46.3387,6527583.0000,29585618.0000,29.5856
91,9,7,-156.0,-62.0,281.2475,47.9688,5863140.5000,26574098.0000,26.5741
92,9,8,-150.0,-62.0,363.1338,66.8250,5434101.0000,24629520.0000,24.6295
93,9,9,-144.0,-62.0,401.6200,75.5875,5313312.5000,24082058.0000,24.0821
94,9,10,-138.0,-62.0,310.1112,64.1075,4837363.0000,21924864.0000,21.9249
95,9,11,-132.0,-62.0,301.6025,66.6513,4525084.0000,20509492.0000,20.5095
96,9,12,-126.0,-62.0,346.2400,66.3075,5221732.5000,23666982.0000,23.6670
97,9,13,-120.0,-62.0,442.2338,70.5425,6269040.0000,28413798.0000,28.4138
98,9,14,-114.0,-62.0,424.8800,70.7075,6008981.0000,27235106.0000,27.2351
99,10,14,-114.0,-56.0,577.9500,80.7100,7160823.0000,32455716.0000,32.4557
100,10,13,-120.0,-56.0,381.5963,51.3262,7434719.5000,33697124.0000,33.6971
101,10,12,-126.0,-56.0,343.8838,46.7900,7349514.5000,33310940.0000,33.3109
102,10,11,-132.0,-56.0,350.6375,42.4888,8252479.0000,37403536.0000,37.4035
103,10,10,-138.0,-56.0,331.9200,37.2863,8901941.0000,40347160.0000,40.3472
104,10,9,-144.0,-56.0,310.7725,37.5513,8275956.5000,37509948.0000,37.5099
105,10,8,-150.0,-56.0,279.1050,35.3862,7887386.5000,35748792.0000,35.7488
106,10,7,-156.0,-56.0,348.0625,47.5288,7323199.5000,33191670.0000,33.1917
107,10,6,-162.0,-56.0,352.0038,49.3812,7128288.5000,32308256.0000,32.3083
108,10,5,-168.0,-56.0,173.6100,43.2812,4011205.7500,18180390.0000,18.1804
109,10,4,-174.0,-56.0,328.5525,32.4113,10136990.0000,45944896.0000,45.9449
110,10,3,-180.0,-56.0,379.1275,27.8400,13618087.0000,61722620.0000,61.7226
111,10,2,-186.0,-56.0,899.8312,15.7288,57209332.0000,259295584.0000,259.2956
112,11,1,-186.0,-50.0,312.4012,28.9000,10809733.0000,48994036.0000,48.9940
113,11,2,-180.0,-50.0,494.1550,18.4937,26720110.0000,121106232.0000,121.1062
114,11,3,-174.0,-50.0,618.5975,20.1275,30733944.0000,139298528.0000,139.2985
115,11,4,-168.0,-50.0,389.2750,41.9212,9285864.0000,42087252.0000,42.0873
116,11,5,-162.0,-50.0,369.4875,22.9812,16077780.0000,72870936.0000,72.8709
117,11,6,-156.0,-50.0,344.4825,27.4612,12544314.0000,56855852.0000,56.8559
118,11,7,-150.0,-50.0,367.7387,28.3000,12994303.0000,58895380.0000,58.8954
119,11,8,-144.0,-50.0,365.1600,33.3413,10952199.0000,49639748.0000,49.6397
120,11,9,-138.0,-50.0,357.4062,37.6775,9485933.0000,42994044.0000,42.9940
121,11,10,-132.0,-50.0,600.0087,36.4600,16456633.0000,74588048.0000,74.5880
122,11,11,-126.0,-50.0,369.9275,62.2450,5943087.5000,26936450.0000,26.9365
123,11,12,-120.0,-50.0,426.5487,84.7363,5033840.5000,22815380.0000,22.8154
124,11,13,-114.0,-50.0,548.9525,70.1237,7828340.0000,35481168.0000,35.4812
125,12,13,-114.0,-44.0,370.7112,42.0900,8807586.0000,39919504.0000,39.9195
126,12,12,-120.0,-44.0,784.3675,91.1237,8607717.0000,39013616.0000,39.0136
127,12,11,-126.0,-44.0,584.3725,110.8187,5273227.5000,23900378.0000,23.9004
128,12,10,-132.0,-44.0,339.4637,59.2513,5729225.0000,25967140.0000,25.9671
129,12,9,-138.0,-44.0,273.9062,50.4437,5429934.5000,24610636.0000,24.6106
130,12,8,-144.0,-44.0,317.7900,42.0200,7562827.5000,34277760.0000,34.2778
131,12,7,-150.0,-44.0,391.0775,22.3300,17513548.0000,79378408.0000,79.3784
132,12,6,-156.0,-44.0,409.9688,21.2575,19285842.0000,87411152.0000,87.4112
133,12,5,-162.0,-44.0,500.7538,16.8400,29735972.0000,134775328.0000,134.7753
134,12,4,-168.0,-44.0,588.6937,19.7025,29879140.0000,135424224.0000,135.4242
135,12,3,-174.0,-44.0,354.2200,26.7250,13254258.0000,60073600.0000,60.0736
136,12,2,-180.0,-44.0,322.7013,27.5012,11734059.0000,53183452.0000,53.1835
137,12,1,-186.0,-44.0,347.8675,22.5325,15438480.0000,69973368.0000,69.9734
138,13,1,-180.0,-38.0,586.1675,18.1612,32275728.0000,146286512.0000,146.2865
139,13,2,-174.0,-38.0,396.7600,37.9600,10452055.0000,47372896.0000,47.3729
140,13,3,-168.0,-38.0,357.1625,24.2750,14713184.0000,66686036.0000,66.6860
141,13,4,-162.0,-38.0,359.6588,25.0475,14359069.0000,65081048.0000,65.0810
142,13,5,-156.0,-38.0,371.5388,26.7662,13880868.0000,62913648.0000,62.9136
143,13,6,-150.0,-38.0,351.0425,41.1950,8521484.0000,38622776.0000,38.6228
144,13,7,-144.0,-38.0,325.1212,54.0175,6018813.0000,27279668.0000,27.2797
145,13,8,-138.0,-38.0,466.9275,55.9500,8345442.5000,37824884.0000,37.8249
146,13,9,-132.0,-38.0,673.6775,80.1312,8407176.0000,38104684.0000,38.1047
147,13,10,-126.0,-38.0,879.4550,71.5062,12298995.0000,55743968.0000,55.7440
148,13,11,-120.0,-38.0,333.1963,34.5800,9635519.0000,43672028.0000,43.6720
149,14,9,-126.0,-32.0,335.1750,30.8350,10869953.0000,49266976.0000,49.2670
150,14,8,-132.0,-32.0,615.3650,78.3287,7856183.0000,35607364.0000,35.6074
151,14,7,-138.0,-32.0,696.8625,119.6537,5823992.5000,26396664.0000,26.3967
152,14,6,-144.0,-32.0,287.0713,68.4125,4196181.5000,19018774.0000,19.0188
153,14,5,-150.0,-32.0,367.2250,40.8887,8981077.0000,40705836.0000,40.7058
154,14,4,-156.0,-32.0,338.0775,37.6750,8973525.0000,40671604.0000,40.6716
155,14,3,-162.0,-32.0,361.3900,31.7312,11389089.0000,51619908.0000,51.6199
156,14,2,-168.0,-32.0,326.4337,71.3300,4576387.5000,20742020.0000,20.7420
157,14,1,-174.0,-32.0,339.5187,32.3950,10480591.0000,47502232.0000,47.5022
